PERMCO,GVKEY,companyid,score,preferred,duplicate
41703,144010,25084,3,1,0
41705,142459,31829,3,1,0
41813,144436,21662,1,1,0
41815,065176,11278,1,1,0
41817,143605,20041,1,1,0
41818,066659,930743,5,1,0
41819,162894,15891,1,1,0
41820,144437,23991,2,1,0
41821,024148,32709,3,1,0
41822,143421,33771,3,1,0
41860,061743,550894,1,1,0
41866,127484,730529,3,1,0
41867,014391,31132,3,1,0
41870,144559,34134,1,1,0
41871,143357,573,3,1,0
41974,023107,11961,1,1,0
41975,145024,13313,1,1,0
41977,013003,17526,1,1,0
41979,114880,1013081,1,1,0
41980,142956,23112,1,1,0
41990,002698,5627,1,1,0
41996,144989,11511,6,1,0
41997,144990,576514,3,1,0
41998,013664,12977,6,0,1
41998,174147,18817,1,1,1
41998,032280,1725368,6,0,1
42001,011781,23716,1,1,0
42007,144435,5320,3,1,0
42114,019305,24941,1,1,0
42115,009242,29640,3,1,0
42116,117868,914378,1,1,0
42119,023253,1738,2,1,0
42128,145410,22780,2,1,0
42129,145411,22749,2,1,0
42130,145412,22760,2,1,0
42131,145413,22765,2,1,0
42132,145414,22746,2,1,0
42133,145415,1021566,2,1,0
42265,144396,8282,1,1,0
42266,145636,1664732,1,1,0
42268,145809,19076,1,1,0
42269,141847,22949,1,1,0
42270,126122,23141,3,1,0
42273,145046,2273,1,1,0
42278,145451,1021621,10,1,0
42284,175510,24076,1,1,0
42285,145701,25087,1,1,0
42385,145042,929,1,1,0
42386,145367,2030,1,1,0
42390,017239,17925,1,1,0
42391,143668,19438,1,1,0
42393,146114,19949,2,1,0
42396,019159,24094,1,1,0
42398,024539,32407,2,1,0
42400,144520,2086,2,1,0
42401,146017,733,1,1,0
42402,145977,95856,1,1,0
42403,146119,796958,3,1,0
42409,145911,9418,2,1,0
42410,146071,664671,1,1,0
42414,146036,15622,1,1,0
42415,146156,97572,1,1,0
42428,145854,32604,1,1,0
42430,145308,33238,2,1,0
42512,144519,2458,3,1,0
42515,146271,1021621,10,1,0
42517,146500,461968,1,1,0
42524,143356,25332,1,1,0
42525,064511,25414,6,1,0
42530,145702,32091,6,1,0
42533,146607,33367,1,1,0
42534,146354,645780,1,1,0
42536,145512,2000,2,1,0
42537,015173,106587,1,1,0
42539,064142,7492,1,1,0
42540,145552,6261,1,1,0
42541,065467,78,2,1,0
42542,144135,18537,1,1,0
42545,145513,21876,6,1,0
42547,144887,1912853,1,1,0
42548,108306,28664,1,1,0
42549,111537,1582235,1,1,0
42650,146714,577095,1,1,0
42651,142814,462108,1,1,0
42652,061816,6044,9,1,0
42653,065483,32739,1,1,0
42654,065231,913852,2,1,0
42769,147204,531565,1,1,0
42775,145049,734294,1,1,0
42778,145003,565356,3,1,0
42780,147208,115362,3,1,0
42784,146171,122662,1,1,0
42785,147220,890018,1,1,0
42787,145416,1295244,3,1,0
42788,145228,34213,1,1,0
42909,137370,1990,1,1,0
42910,147307,601557,1,1,0
42912,064794,480535,1,1,0
42914,146617,96307,1,1,0
42915,144640,2696,1,1,0
42917,147599,647714,6,1,0
42918,138124,625487,5,1,0
42932,062689,28991,6,1,1
42932,062689,469152,6,1,1
42933,145186,54794,4,0,1
42933,145186,1967826,2,1,1
42996,147201,127722,2,1,0
42997,147305,82239,1,1,0
42998,148009,550889,2,1,0
43010,140063,10571,3,1,0
43011,144375,11415,1,1,0
43013,145227,440367,2,1,0
43014,022632,18445,1,1,0
43015,147262,257007,3,1,0
43019,145431,100327,1,1,0
43023,015123,31383,1,1,0
43027,020683,1146915,3,1,0
43139,147452,103917,1,1,0
43140,147849,606121,1,1,0
43142,147885,84456,6,1,0
43143,147644,440418,1,1,0
43144,146117,1193252,6,1,0
43145,147579,93427,1,1,0
43146,147868,101407,1,1,0
43147,139025,24487,1,1,0
43148,147451,785853,6,1,0
43149,147242,83163,1,1,1
43149,147242,1652268,1,1,1
43151,147661,97012,3,1,0
43158,065071,917974,3,1,0
43159,148950,80987,1,1,0
43160,148531,117492,1,1,0
43161,148770,482852,1,1,0
43163,147638,70005,1,1,0
43164,147660,127647,2,1,0
43166,065838,27597,4,0,1
43166,032858,2811093,1,1,1
43249,148219,565097,2,1,0
43250,145041,247097,1,1,0
43253,122211,15043,1,1,0
43255,148652,420657,2,1,0
43256,113140,23569,1,1,0
43260,147792,837543,1,1,0
43261,063725,33300,1,1,0
43263,148870,100636,1,1,0
43264,015582,4521,1,1,0
43269,147658,262972,1,1,0
43270,118227,423470,6,1,1
43270,118227,1090716,6,1,1
43276,149266,1022316,2,1,0
43279,025198,925832,5,1,0
43280,147637,32493,10,1,0
43281,149082,464626,1,1,0
43326,147708,647708,1,1,0
43328,148391,550886,1,1,0
43330,149010,423511,1,1,0
43331,149477,271142,3,1,0
43332,148470,550890,1,1,0
43335,149620,660177,4,1,1
43335,149620,1876050,6,0,1
43339,002526,5487,2,1,0
43340,149738,6910,2,1,0
43346,148410,69432,1,1,0
43448,122515,8233,3,1,0
43449,136265,883085,1,1,0
43451,150179,890026,1,1,0
43452,022221,484267,1,1,0
43465,150044,488507,2,1,0
43501,142748,2469,1,1,0
43502,066336,3499,4,1,0
43503,106291,10741,1,1,0
43504,014186,80044,2,1,0
43508,150481,265222,1,1,0
43518,107917,1220122,1,1,0
43519,064410,107377,1,1,0
43520,150699,86176,1,1,0
43610,149621,803660,6,1,0
43612,063166,605513,1,1,0
43613,003226,7387,1,1,0
43614,110399,11956,9,1,0
43615,112007,13868,1,1,0
43616,123720,17246,1,1,0
43617,108449,118962,1,1,0
43618,148109,551172,3,1,0
43619,148475,32044,2,1,0
43620,149318,136226,1,1,0
43626,150139,125827,1,1,0
43627,150838,531213,2,1,0
43631,150562,750453,1,1,0
43632,150837,486094,1,1,0
43633,147303,422451,3,1,0
43634,151161,664056,1,1,0
43638,151164,1022761,2,1,0
43682,004049,245832,3,1,0
43683,148249,606126,3,1,0
43684,150398,732184,3,1,0
43686,150201,630310,1,1,0
43688,135788,73200,1,1,0
43689,151544,748441,1,1,0
43690,150477,468695,2,1,0
43691,148469,256646,1,1,0
43692,140938,797688,1,1,0
43693,148650,263377,2,1,0
43694,112101,28551,1,1,0
43709,126010,12093,2,1,0
43712,151572,1023337,2,1,0
43714,151574,1023651,2,1,0
43716,151576,1023660,2,1,0
43722,115757,624788,1,1,0
43724,150397,256861,1,1,0
43781,151078,125402,3,1,0
43782,150577,550883,1,1,0
43783,065713,5872,1,1,0
43786,151606,22992,1,1,0
43788,150284,96652,1,1,0
43790,150277,564256,1,1,0
43791,149070,268946,2,1,0
43793,016428,11506,2,1,0
43796,062337,15361,3,1,0
43797,021132,1821,3,1,0
43802,149268,464243,3,1,0
43804,151829,244177,3,1,0
43807,150937,27411,3,1,0
43843,143910,806564,1,1,0
43845,112295,1284039,1,1,0
43846,153668,865241,1,1,0
43847,150478,803657,1,1,0
43848,016642,420480,2,1,0
43849,151708,440417,5,1,0
43851,026539,10309,3,1,0
43853,108631,17143,2,1,0
43856,064779,740462,3,1,0
43857,150279,440376,1,1,0
43860,114979,28631,1,1,0
43861,021743,22802,2,1,0
43906,122455,1010199,1,1,0
43907,151016,462926,1,1,0
43908,110065,466411,1,1,0
43909,150024,620334,1,1,0
43910,140902,22120,3,0,1
43910,140902,2304449,2,1,1
43913,144990,576514,1,1,0
43917,151077,635969,3,1,0
43919,004045,665143,1,1,0
43976,153128,491925,1,1,0
43977,152809,660854,1,1,0
43978,132988,913657,1,1,0
44005,108154,28983,6,1,0
44027,142945,2520,1,1,0
44034,106887,15405,2,1,0
44055,061693,14539,1,1,0
44056,151832,572489,1,1,0
44057,019057,19926,2,1,0
44058,116531,21016,1,1,0
44059,153895,833695,1,1,0
44065,151222,803650,3,1,0
44067,154117,1021621,10,1,0
44076,145109,30481,3,1,0
44114,154254,261037,3,1,0
44115,148390,81913,1,1,0
44117,178494,1004151,1,1,0
44118,006307,598703,3,1,0
44119,063723,21687,2,1,0
44120,153070,94312,6,1,0
44123,147101,917603,3,1,0
44127,024346,638352,1,1,0
44129,151403,492429,2,1,0
44130,154434,468770,1,1,0
44168,002820,564361,1,1,0
44169,153813,463569,2,1,0
44171,151404,489331,1,1,0
44172,153728,420450,3,1,0
44173,146735,585529,1,1,0
44174,154714,885586,1,1,0
44175,154595,1010239,1,1,0
44176,154039,21838,1,1,0
44177,064082,501209,2,1,0
44181,020465,634779,2,1,0
44184,152149,423374,1,1,0
44265,155754,550882,1,1,0
44266,154755,605502,1,1,0
44267,149089,6912,3,1,0
44272,025389,482195,4,0,1
44272,025389,1070384,1,1,1
44276,155458,535410,3,1,0
44277,007186,468863,1,1,0
44279,155895,1020882,1,1,0
44280,111169,21888,1,1,0
44286,123495,803659,1,1,0
44287,109699,874974,2,1,0
44288,154255,550893,1,1,0
44289,154739,420623,1,1,0
44290,154758,488319,1,1,0
44291,065325,1010510,1,1,0
44292,150306,66710,1,1,0
44293,019817,31886,1,1,0
44376,012246,2163,6,1,0
44377,155735,533075,1,1,0
44378,155753,483859,3,1,1
44378,165656,483859,3,1,1
44378,165656,770024,3,1,1
44379,155282,1350373,2,1,0
44380,137090,71573,3,1,0
44381,154756,91382,3,1,0
44382,156125,607537,1,1,0
44385,118733,4330,1,1,0
44390,123455,746055,6,1,1
44390,123455,933562,6,1,1
44391,156519,863197,2,1,0
44393,012478,421748,3,1,0
44394,154056,576227,1,1,0
44395,156521,1021151,2,1,0
44396,150221,935146,6,1,1
44396,150221,1808898,6,1,1
44490,145160,249492,1,1,0
44491,155614,462763,3,1,0
44492,122494,874880,3,1,0
44493,155734,567623,1,1,0
44494,174160,47547,1,1,0
44496,155615,571796,1,1,0
44497,155394,463860,2,1,0
44499,156133,564645,1,1,0
44501,113033,95322,6,1,0
44502,156599,262742,1,1,0
44503,154759,734635,1,1,0
44505,018204,4391,2,1,0
44506,150278,493545,1,1,0
44512,156156,252982,1,1,0
44513,155174,487005,1,1,0
44523,005835,18841,3,1,0
44600,155616,621870,1,1,0
44602,012719,4897,1,1,0
44604,157479,650066,2,1,0
44607,157418,1021127,2,1,0
44608,065374,22951,1,1,0
44611,155934,423399,6,1,0
44612,156155,464094,1,1,0
44613,155393,644598,1,1,0
44615,019997,605064,4,1,0
44616,157218,605406,1,1,0
44617,156613,494213,1,1,0
44618,156154,732009,1,1,0
44619,156614,492290,3,1,0
44620,157355,602777,1,1,0
44621,063139,51961,1,1,1
44621,063139,1897210,5,0,1
44622,155856,550887,2,1,0
44623,156157,607330,1,1,0
44624,155794,254376,1,1,0
44625,149177,626612,1,1,0
44626,113225,23226,1,1,0
44627,155795,67690,3,1,0
44628,147453,576582,3,1,0
44629,148313,480957,1,1,0
44630,157452,630360,1,1,0
44631,156153,467631,1,1,0
44632,155933,576969,2,1,0
44633,028071,34123,1,1,0
44682,157735,379132,1,1,0
44684,155736,563359,3,1,0
44686,148476,460341,1,1,0
44687,156615,383231,1,1,0
44688,118125,750451,1,1,0
44689,157865,593519,2,1,0
44692,066161,891084,2,1,0
44694,156415,483628,1,1,0
44695,149721,642495,1,1,0
44696,156384,812456,1,1,0
44697,157676,627917,6,1,0
44699,156383,620944,2,1,0
44702,022861,1019485,2,1,0
44704,065393,7037,3,1,0
44705,157153,487837,2,1,0
44707,156291,575577,1,1,0
44708,012206,550046,1,1,0
44709,150761,730009,6,1,1
44709,150761,2651466,6,1,1
44710,155395,469072,1,1,0
44711,066325,94272,1,1,0
44712,157354,500266,1,1,0
44713,157803,466491,3,1,0
44714,155234,461587,3,1,0
44717,155738,461531,1,1,0
44718,020600,636185,1,1,0
44720,145817,23584,3,1,0
44721,008605,24515,1,1,0
44722,157878,605915,3,1,0
44726,156861,421366,1,1,0
44727,156633,563444,1,1,0
44729,157899,751416,3,1,0
44730,031519,591258,3,1,0
44794,143285,5977,6,1,0
44796,147894,854482,6,1,0
44803,146738,582425,6,0,1
44803,146738,3525508,1,1,1
44804,156714,601696,1,1,0
44806,155133,746081,2,1,0
44812,158313,1587361,1,1,0
44813,154760,664643,1,1,0
44814,156292,494214,1,1,0
44816,065406,24241,1,1,0
44817,157195,537803,1,1,0
44818,150616,912446,1,1,0
44819,157074,537840,1,1,0
44876,157058,576761,1,1,0
44878,157635,79255,1,1,0
44879,158235,627640,1,1,0
44880,148224,491929,3,1,0
44881,162403,108502,3,1,0
44882,157494,605547,2,1,0
44883,136646,440402,1,1,0
44884,157217,646336,1,1,0
44885,141496,9831,1,1,0
44887,035320,95082,1,1,0
44888,156860,532479,1,1,0
44889,148930,29775,1,1,0
44890,157634,580832,1,1,0
44891,158587,591579,1,1,0
44892,156953,421516,1,1,0
44893,157057,550072,1,1,0
44894,157859,605402,1,1,0
44896,027600,917602,1,1,0
44899,260847,863198,1,1,0
44900,006557,18371,1,1,0
44901,119297,636454,3,1,0
44903,260849,875117,1,1,0
44904,031247,52285,3,1,0
44905,062288,22726,3,1,0
44911,157415,267352,2,1,0
44913,022761,30347,3,1,0
44914,125600,501064,3,1,0
44915,152248,469242,1,1,0
44916,260852,732913,1,1,0
44919,019907,33486,1,1,0
44964,142156,661508,4,1,0
44969,157493,537732,1,1,0
44970,123434,605548,3,1,0
44971,264686,466229,1,1,0
44977,150258,265407,3,1,0
44978,264647,1022345,2,1,0
44979,022650,20764,1,1,0
44982,107706,646174,1,1,0
44983,264468,734541,1,1,0
44990,175674,660191,2,1,0
44991,157118,630012,2,1,0
44992,157414,461440,1,1,0
44993,154757,605552,1,1,0
44994,146648,582507,1,1,0
44995,063224,6311,1,1,0
44996,158414,635800,1,1,0
44998,157755,623265,1,1,0
44999,160776,733497,2,1,0
45000,111579,550905,1,1,0
45001,161927,1043118,2,1,0
45003,156293,530229,1,1,0
45004,264416,488272,1,1,0
45005,260919,460141,3,0,1
45005,160809,817058,1,1,1
45058,031177,4343,1,1,0
45059,160173,607573,1,1,0
45063,160287,1019848,2,1,0
45066,160305,1021171,2,1,0
45068,160255,469196,1,1,0
45069,157947,607329,3,1,0
45070,160288,1018900,2,1,0
45072,026342,635840,3,1,0
45073,160308,605931,2,1,0
45074,106203,603824,3,1,0
45077,157955,502210,1,1,0
45078,266257,560357,1,1,0
45079,158734,550451,1,1,0
45081,146616,374642,1,1,0
45082,158563,138612,1,1,0
45083,158733,550003,3,1,0
45084,157758,464813,3,1,0
45085,157862,563412,1,1,0
45086,156618,638370,1,1,0
45087,160237,564669,1,1,0
45088,157856,570610,1,1,0
45089,158740,28126,1,1,0
45090,019361,28316,1,1,0
45091,157959,532470,1,1,0
45167,126775,576798,3,1,0
45168,116924,733217,3,1,0
45173,160550,634762,1,1,0
45174,158354,494219,1,1,0
45175,116387,897208,3,1,0
45176,264395,40757,1,1,0
45177,160343,576277,1,1,0
45179,065876,469017,3,1,0
45180,154605,550789,3,0,1
45180,154605,1953399,1,1,1
45181,152931,1017941,1,1,0
45186,144998,27511,2,1,0
45190,141846,105052,1,1,0
45191,264265,117536,1,1,0
45192,264387,480997,1,1,0
45193,158736,591346,1,1,0
45194,181617,620689,1,1,0
45196,264391,82240,1,1,0
45197,264385,466212,1,1,0
45198,156176,625077,1,1,0
45199,260892,562493,1,1,0
45201,147639,634784,3,1,0
45203,158737,602289,2,1,0
45268,025146,492845,1,1,0
45270,260774,6083,2,1,0
45272,264708,562171,1,1,0
45277,146137,550248,3,1,0
45279,160596,493303,1,1,0
45281,033223,584806,3,1,0
45282,143689,16060,1,1,0
45283,264507,465702,3,1,0
45284,160183,90176,1,1,0
45285,141196,758100,3,1,0
45286,005342,756178,1,1,0
45287,158053,742337,1,1,0
45288,157855,69444,1,1,0
45289,144567,28668,1,1,0
45290,260779,422829,1,1,0
45292,154439,1015505,2,1,0
45294,264386,460575,1,1,0
45295,112112,25905,1,1,0
45296,160203,494205,1,1,0
45297,145080,463734,1,1,0
45298,264709,627549,1,1,0
45299,160781,887088,6,1,0
45302,160254,465805,1,1,0
45303,158746,253122,1,1,0
45304,160216,598880,1,1,0
45305,264414,584734,1,1,0
45306,157757,587385,1,1,0
45308,265008,667256,3,1,0
45309,142812,27605,1,1,0
45310,160607,488266,1,1,0
45312,264388,638437,2,1,0
45314,264270,255136,1,1,0
45376,160935,1020887,1,1,0
45377,160837,781184,3,1,0
45378,157433,423465,1,1,0
45379,160211,90132,1,1,0
45380,160893,631381,2,1,0
45382,157858,550854,1,1,0
45383,160378,602148,4,0,1
45383,160378,1953393,3,1,1
45384,264509,732186,1,1,0
45385,160725,550297,3,1,0
45389,160726,782899,2,1,0
45391,143664,730378,3,1,0
45394,260778,602305,1,1,0
45414,160181,599186,3,1,0
45415,160891,796932,1,1,0
45416,160272,467993,1,1,0
45417,260893,466388,1,1,0
45418,160201,610505,1,1,0
45419,066374,5817,3,1,0
45420,148169,483527,1,1,0
45421,264390,584590,1,1,0
45423,160504,580444,1,1,0
45424,001164,33727,6,1,0
45425,160340,560279,1,1,0
45426,160338,731049,2,1,0
45427,160232,580781,1,1,0
45428,160488,598532,1,1,0
45429,264506,560064,1,1,0
45430,160233,732048,1,1,0
45431,160417,795034,2,1,0
45432,060916,646799,6,1,1
45432,060916,1105051,6,1,1
45433,160206,13870,1,1,0
45434,160853,31,9,0,1
45434,184064,734203,3,1,1
45437,160505,486147,1,1,0
45438,142096,33844,1,1,0
45464,161048,602424,1,1,0
45465,161013,550929,1,1,0
45467,266214,7259,1,1,0
45469,160479,600874,1,1,0
45471,266315,607215,1,1,0
45472,160260,550674,1,1,0
45473,065832,26934,3,1,0
45475,160684,488202,1,1,0
45478,160570,502089,1,1,0
45479,160934,599951,1,1,0
45481,138489,597997,1,1,0
45483,160329,116351,1,1,0
45484,160374,80578,1,1,0
45485,158744,663505,1,1,0
45486,160415,26276,1,1,0
45487,148937,28336,2,1,0
45488,160375,560604,3,0,1
45488,160375,3077749,1,1,1
45489,160887,780213,3,1,0
45527,110164,28658,1,1,0
45529,157954,550673,1,1,0
45531,264510,642791,3,1,1
45531,264510,1144003,6,0,1
45533,148130,863218,1,1,0
45534,161954,625556,2,1,0
45536,151423,481819,1,1,1
45536,151423,3069079,1,1,1
45537,065808,925192,3,1,0
45555,160598,378966,1,1,0
45556,160449,550702,3,1,0
45557,160498,580300,1,1,0
45558,161877,575916,1,1,0
45559,125580,13881,1,1,0
45560,031242,14691,1,1,0
45561,160810,550361,1,1,0
45563,161816,625770,1,1,0
45564,160364,2736573,6,1,0
45566,160207,606285,1,1,0
45567,160886,103927,1,1,0
45568,140050,33219,1,1,0
45679,158743,95972,2,1,0
45680,161055,480589,1,1,0
45681,145935,84162,3,1,0
45684,160991,641924,1,1,0
45685,160912,599980,1,1,0
45686,161961,624978,2,1,0
45688,160658,633059,2,1,0
45689,014049,485784,1,1,0
45690,160447,731417,1,1,1
45690,160447,1698050,6,0,1
45692,160492,591063,3,1,0
45695,162129,550358,2,1,0
45696,160571,731286,3,1,0
45697,160293,599511,1,1,0
45699,162124,1020380,1,1,0
45702,160448,743776,1,1,0
45703,061163,574649,1,1,0
45705,160990,646010,1,1,0
45706,149065,36250,3,1,0
45707,266216,661091,1,1,0
45708,156578,741,3,0,1
45708,156578,2485054,1,1,1
45709,161966,650003,2,1,0
45710,160890,601522,1,1,0
45712,160989,566583,1,1,0
45713,264398,483541,1,1,0
45714,161073,742460,1,1,0
45715,161075,93552,1,1,0
45716,161997,460902,1,1,0
45717,160597,631140,1,1,0
45718,160798,650044,1,1,0
45720,160336,532501,1,1,0
45722,161014,624022,2,1,0
45723,161996,1878562,2,1,0
45724,160414,580852,1,1,0
45725,161977,748458,6,1,0
45727,160667,733919,2,1,0
45728,160668,114747,1,1,0
45730,160228,602432,1,1,0
45732,160376,603315,1,1,0
45733,141276,647871,1,1,0
45856,024746,638822,1,1,0
45857,143909,71572,3,1,0
45861,160202,623613,6,1,0
45863,106112,666627,1,1,0
45864,162391,1021560,6,1,0
45865,151630,852951,1,1,0
45866,162336,635931,1,1,0
45868,161797,650022,2,1,0
45869,162264,756349,1,1,0
45870,107637,630198,3,1,0
45871,160913,551199,1,1,0
45872,162276,734540,1,1,0
45873,162107,605933,2,1,0
45876,162272,600707,2,1,0
45877,151257,467404,1,1,0
45878,158742,551122,1,1,0
45879,160888,580845,2,1,0
45880,162219,791857,2,1,0
45881,161012,565742,1,1,0
45882,160670,551024,2,1,0
45883,063769,533545,1,1,0
45884,160957,737844,2,1,0
45885,162198,562177,2,1,0
45886,024844,550862,1,1,0
45887,160503,666505,1,1,0
45990,160657,626610,3,0,1
45990,160657,945111,1,1,1
45991,161037,572866,1,1,0
45992,160867,635655,1,1,0
45993,031718,800969,2,1,0
45994,121974,1011091,1,1,0
45995,160932,601903,1,1,0
45996,162555,850171,1,1,0
45997,161989,877872,9,1,0
45998,161072,638905,1,1,0
45999,161926,635359,1,1,0
46000,141389,66210,1,1,0
46001,157200,534780,1,1,0
46002,162078,537809,1,1,0
46003,162457,14984,1,1,0
46007,161903,600344,1,1,0
46008,161798,22912,1,1,0
46009,161071,610058,1,1,0
46010,161814,480581,1,1,0
46011,161056,599873,1,1,0
46012,151632,82989,3,1,0
46013,161067,463934,2,1,0
46014,162459,259722,1,1,0
46016,161813,622717,1,1,0
46017,162569,663470,1,1,0
46018,161066,624621,4,0,1
46018,011738,1951910,1,1,1
46019,162577,749060,2,1,0
46020,161110,604915,3,1,0
46021,139225,12869,3,1,0
46022,156933,469146,1,1,0
46023,160995,620091,2,1,0
46024,161844,603630,1,1,0
46025,161852,913271,1,1,0
46026,161120,620275,1,1,0
46027,162584,925879,2,1,0
46028,162501,641978,1,1,0
46031,020704,483686,3,1,0
46033,157679,534988,3,1,0
46034,160600,75504,8,1,0
46090,065030,664459,3,1,0
46091,162254,55772,1,1,0
46095,161953,551005,1,1,0
46097,028080,635980,1,1,0
46098,162701,591098,1,1,0
46102,160341,551012,2,1,0
46103,018037,6935,1,1,0
46104,160892,551162,1,1,0
46105,160719,730843,2,1,0
46106,160838,566406,3,1,0
46107,122916,7685,3,1,0
46108,161952,622451,1,1,0
46109,162175,610032,1,1,0
46110,253527,1091558,1,1,0
46111,161909,601978,1,1,0
46112,110250,734664,1,1,0
46113,147200,468941,1,1,0
46145,162448,598387,3,1,0
46146,162076,464110,2,1,0
46149,162354,465654,1,1,0
46150,161065,642708,3,1,0
46152,162386,634835,3,1,0
46153,148217,375187,3,0,1
46153,148217,1684366,1,1,1
46154,033484,246602,3,1,1
46154,162329,246602,3,1,1
46154,162329,2074646,4,0,1
46155,020247,1096249,4,1,0
46156,162401,551056,1,1,0
46157,158764,469252,2,1,0
46159,136864,20269,3,1,0
46162,162335,600759,1,1,0
46163,158473,601623,1,1,0
46165,162234,756608,3,1,0
46167,160250,98352,3,1,0
46168,161843,627980,1,1,0
46169,162385,97122,2,1,0
46270,116894,7503,1,1,0
46272,118525,735005,1,1,0
46273,117141,550955,1,1,0
46274,162356,550036,1,1,0
46275,158314,595547,1,1,0
46276,266319,118262,6,1,0
46278,162122,630809,1,1,0
46280,266316,484988,1,1,0
46281,161853,731321,1,1,0
46282,149337,42640,1,1,0
46283,160889,606875,6,1,0
46284,109183,830856,2,1,0
46285,032267,566156,3,1,0
46286,162048,639232,1,1,0
46287,162338,633076,1,1,0
46416,140363,660783,1,1,0
46418,023226,837418,1,1,0
46422,163612,790819,6,1,0
46423,160811,272327,1,1,0
46424,160474,794159,1,1,0
46427,162556,602643,6,1,0
46428,012942,25955,3,1,0
46430,145956,755465,3,1,0
46441,162560,643128,1,1,0
46442,140043,877836,1,1,0
46443,163069,731589,1,1,0
46444,161924,1015577,1,1,0
46446,036535,780519,1,1,0
46538,145979,80432,3,0,1
46538,145979,1678293,1,1,1
46540,105597,915620,1,1,0
46544,163845,749059,2,1,0
46546,006285,96707,2,1,0
46549,162221,667523,3,1,0
46553,162733,82823,1,1,0
46554,146564,757210,4,1,0
46555,116895,780311,3,1,0
46556,162662,749392,1,1,0
46557,162576,749795,1,1,0
46559,162887,373917,1,1,0
46560,163633,750503,1,1,0
46561,063936,1564,2,1,0
46564,160987,754790,1,1,0
46565,126046,754792,1,1,0
46566,162742,647392,1,1,0
46664,140757,9634,1,1,0
46666,161993,602549,1,1,0
46667,066515,550804,3,1,0
46668,160742,601717,1,1,0
46669,160706,601972,1,1,0
46670,266163,665249,3,1,0
46671,158055,550965,1,1,1
46671,158055,3022375,1,1,1
46674,061008,661399,6,1,1
46674,061008,1381993,6,1,1
46675,063383,15312,3,1,0
46678,062055,484690,1,1,0
46679,163808,835120,2,1,0
46681,026914,916853,1,1,0
46683,164006,735056,1,1,0
46684,163594,735060,1,1,0
46685,163118,464358,1,1,1
46685,163118,3198394,1,1,1
46686,160282,735073,1,1,0
46687,162559,604003,1,1,0
46691,163051,736858,1,1,0
46692,160373,376777,1,1,0
46693,019207,801610,1,1,0
46694,062139,24648,1,1,0
46695,162557,801475,1,1,0
46696,160632,423360,2,1,0
46697,162988,467542,1,1,0
46701,155280,533426,1,1,0
46843,015798,747063,1,1,0
46844,161942,803651,2,1,0
46845,115555,3870,3,1,0
46846,163036,141427,1,1,0
46847,163926,882273,1,1,0
46849,163685,783042,1,1,0
46850,163720,468622,1,1,0
46852,175465,894,3,1,0
46853,164155,782134,1,1,0
46854,163673,630877,1,1,0
46855,160541,601281,1,1,0
46856,163771,797596,1,1,0
46857,162404,745486,2,1,0
46858,163668,806647,1,1,0
46859,163102,780668,1,1,0
46860,162894,826388,3,1,0
46861,114747,803527,1,1,0
46862,161869,244662,1,1,0
46863,160950,66869,1,1,0
46864,162907,823124,2,1,0
46869,163977,737182,1,1,0
46870,162809,484090,1,1,0
46873,061673,8553,3,1,0
46874,024171,604224,1,1,0
46875,163680,626111,3,1,0
46878,163884,925729,1,1,0
46879,141641,667141,1,1,0
46881,163672,493948,6,1,0
46883,161000,607566,3,0,1
46883,161000,1041054,2,1,1
46886,163629,485259,1,1,0
46887,107481,25882,3,1,0
46888,164255,933328,1,1,0
46889,163983,735062,1,1,0
46890,163920,126122,1,1,0
46891,180923,796112,3,1,0
46892,147750,957890,1,1,0
46986,163939,595598,1,1,0
46990,064517,748061,3,1,0
46992,028347,12144,1,1,0
46994,031249,620488,1,1,1
46994,164510,3485849,10,0,1
46995,106897,15590,6,1,0
46996,163669,665760,2,1,0
46997,163049,630313,6,1,0
46998,127958,925844,3,1,0
46999,163879,383272,1,1,0
47000,162160,660184,1,1,0
47001,163887,23339,3,1,0
47002,163877,734923,1,1,0
47004,105861,745452,1,1,0
47007,163628,667264,1,1,0
47008,164433,262977,2,1,0
47009,162127,1001479,2,1,0
47010,163721,596686,1,1,0
47011,164296,814899,3,1,1
47011,164296,1201609,6,0,1
47012,163627,803623,1,1,0
47013,126296,770141,1,1,0
47014,106524,883937,3,1,0
47016,163117,883930,2,1,0
47017,163988,530096,1,1,0
47018,163930,602250,3,0,1
47018,163930,2308922,1,1,1
47019,163927,732168,1,1,0
47020,152170,890021,3,1,0
47021,164444,890071,1,1,0
47022,066164,893767,1,1,0
47025,163978,874987,1,1,0
47026,163929,824072,1,1,0
47027,108481,912454,1,1,0
47028,163681,583763,1,1,0
47179,164506,665743,2,1,0
47180,178593,800782,3,1,0
47183,163946,665753,2,1,0
47184,163948,661086,1,1,0
47185,164668,665758,1,1,0
47186,161040,483238,1,1,0
47187,164533,68866,2,1,0
47193,160163,502246,3,1,0
47194,163770,576807,3,1,0
47195,162957,26470,1,1,0
47197,029985,560881,1,1,0
47199,163921,1655179,3,1,0
47201,163679,550608,1,1,0
47202,163919,567668,1,1,0
47203,163889,420088,1,1,0
47205,164075,803647,1,1,0
47207,163888,465949,1,1,0
47208,164002,375782,1,1,0
47209,164368,832676,1,1,0
47210,163975,891549,3,1,0
47211,163924,792599,3,1,0
47212,164290,796413,1,1,0
47213,163893,130797,2,1,0
47214,164116,891456,1,1,0
